Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Brunnen;6440;0;Ingenbohl;SZ;688501;206131
Brunnenthal;3307;0;Messen;SO;602366;214989
Brusino Arsizio;6827;0;Brusino Arsizio;TI;716419;87343
Brusio;7743;0;Brusio;GR;807045;126556
Bruson;1934;1;Bagnes;VS;582711;101548
Bruzella;6837;2;Breggia;TI;724169;82467.8
Brè sopra Lugano;6979;0;Lugano;TI;720802;96906.8
Brügg BE;2555;0;Brügg;BE;588031;219564
Brügglen;4582;0;Buchegg;SO;604316;221419
Brülisau;9058;0;Rüte;AI;752786;240481
Brünig;3860;4;Meiringen;BE;653166;178810
Brünisried;1719;0;Brünisried;FR;587875;178872
Brüttelen;3237;0;Brüttelen;BE;577859;207960
Brütten;8311;0;Brütten;ZH;693309;258491
Brüttisellen;8306;0;Wangen-Brüttisellen;ZH;690316;253042
Bubendorf;4416;0;Bubendorf;BL;623013;255049
Bubikon;8608;0;Bubikon;ZH;704084;236513
Buch SH;8263;0;Buch (SH);SH;700877;286031
Buch am Irchel;8414;0;Buch am Irchel;ZH;689312;267315
Buch b. Frauenfeld;8524;2;Uesslingen-Buch;TG;705457;272909
Buch b. Kümmertshausen;8586;10;Birwinken;TG;735162;270477
Buch b. Märwil;9562;2;Affeltrangen;TG;721904;266472
Buchackern;8586;7;Erlen;TG;735368;266819
Buchberg;8454;0;Buchberg;SH;683932;271707
Buchberg;8454;0;Buchberg;SH;686587;272475
Buchberg;8454;0;Buchberg;SH;684022;269801
Buchen BE;3623;3;Horrenbach-Buchen;BE;620660;181295
Buchen im Prättigau;7223;0;Luzein;GR;773892;201255
Buchillon;1164;0;Buchillon;VD;521858;147045
Buchrain;6033;0;Buchrain;LU;668888;216371
Buchs AG;5033;0;Buchs (AG);AG;648680;248840
Buchs LU;6211;1;Dagmersellen;LU;645348;227945
Buchs SG;9470;0;Buchs (SG);SG;753852;225779
Buchs ZH;8107;0;Buchs (ZH);ZH;674952;256636
Buckten;4446;0;Buckten;BL;630688;251244
Buhwil;9215;2;Kradolf-Schönenberg;TG;730225;265383
Buix;2925;0;Basse-Allaine;JU;569079;258818
Bulle;1630;0;Bulle;FR;570880;163295
Bullet;1453;0;Bullet;VD;532569;186973
Buochs;6374;0;Buochs;NW;674294;202837
Buonas;6343;2;Risch;ZG;677094;221457
Bure;2915;0;Bure;JU;567366;254537
Burg AG;5736;0;Burg (AG);AG;655986;231704
Burg im Leimental;4117;0;Burg im Leimental;BL;600065;256142
Burgdorf;3400;0;Burgdorf;BE;614744;211895
Burgistein;3664;0;Burgistein;BE;605097;182220
Burglauenen;3816;1;Grindelwald;BE;641305;165329
Burgäschi;4556;3;Aeschi (SO);SO;617500;224623
Bursinel;1195;3;Bursinel;VD;512817;143632
Bursins;1183;0;Bursins;VD;511740;145287
Burtigny;1268;2;Burtigny;VD;509410;146635
Buseno;6542;0;Buseno;GR;728626;125961
Bussigny;1030;0;Bussigny;VD;531933;156149
Bussigny-sur-Oron;1608;2;Oron;VD;555862;157762
Bussnang;9565;0;Bussnang;TG;723698;268659
Busswil BE;3292;0;Lyss;BE;591178;216628
Busswil TG;8371;0;Sirnach;TG;718978;256739
Busswil b. Melchnau;4917;2;Busswil bei Melchnau;BE;629508;226199
Bussy FR;1541;0;Bussy (FR);FR;558090;187228
Bussy-Chardonney;1136;0;Bussy-Chardonney;VD;523585;153579
Bussy-sur-Moudon;1514;0;Bussy-sur-Moudon;VD;551995;170806
Buttes;2115;0;Val-de-Travers;NE;532434;193540
Buttikon SZ;8863;0;Schübelbach;SZ;714662;225694
Buttisholz;6018;0;Buttisholz;LU;649258;218371
Buttwil;5632;0;Buttwil;AG;665689;235661
Buus;4463;0;Buus;BL;632398;261664
Bäch SZ;8806;0;Freienbach;SZ;698041;228916
Bächli (Hemberg);9633;2;Hemberg;SG;732918;240817
Bänk (Dägerlen);8471;5;Dägerlen;ZH;698031;267304
Bärau;3552;0;Langnau im Emmental;BE;628688;197994
Bäretswil;8344;0;Bäretswil;ZH;707098;243930
Bäriswil BE;3323;0;Bäriswil;BE;607230;207386
Bärschwil;4252;0;Bärschwil;SO;602752;247611
Bätterkinden;3315;0;Bätterkinden;BE;607407;221204
Bätterkinden;3315;0;Bätterkinden;BE;607089;220116
Bättwil;4112;1;Bättwil;SO;605376;260131
Bévilard;2735;2;Valbirse;BE;588574;231647
Bôle;2014;0;Milvignes;NE;554448;201851
Böbikon;5334;0;Böbikon;AG;667509;267491
Böckten;4461;0;Böckten;BL;629707;257254
Bönigen b. Interlaken;3806;0;Bönigen;BE;635333;170416
Bösingen;3178;0;Bösingen;FR;583977;193697
Böttstein;5315;0;Böttstein;AG;658731;267430
Bözberg;5225;1;Bözberg;AG;653712;260768
Bözen;5076;0;Bözen;AG;648940;260738
Büchslen;3215;2;Murten;FR;580434;199457
Büetigen;3263;0;Büetigen;BE;592603;217290
Bühl b. Aarberg;3274;2;Bühl;BE;585410;213214
Bühler;9055;0;Bühler;AR;749662;249094
Bülach;8180;0;Bülach;ZH;683736;263740
Bünzen;5624;0;Bünzen;AG;667145;240227
Bürchen;3935;0;Bürchen;VS;628846;125535
Büren NW;6382;0;Oberdorf (NW);NW;673377;199160
Büren SO;4413;0;Büren (SO);SO;617495;255161
Büren an der Aare;3294;0;Büren an der Aare;BE;594892;220670
Büren zum Hof;3313;0;Fraubrunnen;BE;605680;216302
Bürgenstock;6363;2;Ennetbürgen;NW;671548;205436
Bürglen OW;6078;2;Lungern;OW;655417;184779
Bürglen TG;8575;0;Bürglen (TG);TG;729360;268340
Bürglen UR;6463;0;Bürglen (UR);UR;693764;192079
Büriswilen;9442;2;Oberegg;AI;763469;256043
Büron;6233;0;Büron;LU;649413;229516
Büsserach;4227;0;Büsserach;SO;608165;248790
Bütschwil;9606;0;Bütschwil-Ganterschwil;SG;723122;246626
Büttenhardt;8236;0;Büttenhardt;SH;690757;290250
Büttikon AG;5619;0;Büttikon;AG;662802;242298
Bützberg;4922;0;Thunstetten;BE;623171;229571
Cabbio;6838;2;Breggia;TI;724809;84203.5
Cademario;6936;0;Cademario;TI;712571;97838.9
Cadempino;6814;3;Cadempino;TI;715774;99280.1
Cadenazzo;6593;0;Cadenazzo;TI;716528;111976
Cadro;6965;0;Lugano;TI;720072;100427
Cagiallo;6955;0;Capriasca;TI;718797;102827
Cagiallo;6955;0;Capriasca;TI;721725;109135
Cagiallo;6955;0;Capriasca;TI;720414;106100
Calfreisen;7027;3;Arosa;GR;764374;190181
Calonico;6746;1;Faido;TI;707754;145340
Calpiogna;6760;2;Faido;TI;704940;149317
Cama;6557;0;Cama;GR;733700;126000
Camedo;6659;0;Centovalli;TI;690373;112257
Camignolo;6803;0;Monteceneri;TI;716181;107150
Camischolas;7187;0;Tujetsch;GR;701178;170980
Camorino;6528;0;Camorino;TI;720685;113770
Campascio;7748;0;Brusio;GR;807519;125091
Campello;6760;3;Faido;TI;705956;149330
Camperio;6718;1;Blenio;TI;712642;153638
Campo (Blenio);6720;0;Blenio;TI;714862;157143
Campo (Vallemaggia);6684;0;Campo (Vallemaggia);TI;681519;126949
Campocologno;7744;0;Brusio;GR;808494;123800
Campora;6875;3;Castel San Pietro;TI;723145;81493.2
Campsut-Cröt;7446;0;Avers;GR;756778;149887
Camuns;7113;0;Lumnezia;GR;734687;173902
Caneggio;6837;0;Breggia;TI;723707;81365.8
Canobbio;6952;0;Canobbio;TI;718388;99452.8
Capolago;6825;0;Castel San Pietro;TI;722548;87500.1
Capolago;6825;0;Mendrisio;TI;719666;84799.2
Carabbia;6913;0;Lugano;TI;716073;92325.5
Carabietta;6919;0;Collina d'Oro;TI;713389;91746.3
Carena;6584;0;Sant'Antonio;TI;727182;114340
Carona;6914;0;Lugano;TI;715865;90257.7
Carouge GE;1227;0;Carouge (GE);GE;499698;115667
Carrera;7122;2;Safiental;GR;741834;183676
Carrouge VD;1084;0;Carrouge (VD);VD;549172;161717
Cartigny;1236;0;Cartigny;GE;490228;114588
Carì;6760;4;Faido;TI;706160;150142
Casaccia;7602;0;Bregaglia;GR;771277;139896
Casima;6875;2;Castel San Pietro;TI;724079;83375.4
Caslano;6987;0;Caslano;TI;711686;91883.3
Cassina d'Agno;6990;0;Agno;TI;712576;94374.3
Castagnola;6976;0;Lugano;TI;719277;95531.9
Castaneda;6540;0;Castaneda;GR;730945;124123
Castasegna;7608;0;Bregaglia;GR;760119;133675
Castel San Pietro;6874;0;Castel San Pietro;TI;722033;79895.9
Castelrotto;6980;0;Croglio;TI;708321;94447.9
Castiel;7027;0;Arosa;GR;765232;189699
Castione;6532;0;Arbedo-Castione;TI;723987;120687
Castrisch;7126;0;Ilanz/Glion;GR;737206;182171
Castro;6723;2;Acquarossa;TI;714270;147733
Cauco;6546;0;Calanca;GR;729265;132923
Caux;1824;0;Montreux;VD;561566;142497
Cavagnago;6749;1;Faido;TI;710916;141258
Cavardiras;7182;0;Disentis/Mustér;GR;710566;174141
Cavergno;6690;0;Cevio;TI;689956;133256
Caviano;6578;0;Gambarogno;TI;702724;107026
Cavigliano;6654;0;Terre di Pedemonte;TI;698858;115637
Cazis;7408;0;Cazis;GR;752454;176452
Celerina/Schlarigna;7505;0;Celerina/Schlarigna;GR;786005;154092
Cerentino;6683;0;Cerentino;TI;685435;128852
Cerniat FR;1654;0;Val-de-Charmey;FR;578415;164638
Cerniaz VD;1682;5;Valbroye;VD;558519;175255
Cernier;2053;0;Val-de-Ruz;NE;559427;212408
Certara;6959;2;Lugano;TI;725371;104931
Cevio;6675;0;Cevio;TI;689586;130115
Chabrey;1589;0;Vully-les-Lacs;VD;565179;197427
Chailly-Montreux;1816;0;Montreux;VD;558001;144933
Chalais;3966;0;Chalais;VS;605088;123758
Cham;6330;0;Cham;ZG;676802;226482
Chamblon;1436;2;Chamblon;VD;536456;181156
Chambrelien;2019;2;Rochefort;NE;552603;202542
Chamby;1832;0;Montreux;VD;559622;144844
Chambésy;1292;0;Pregny-Chambésy;GE;499820;121984
Chamoille (Sembrancher);1933;3;Sembrancher;VS;577860;101088
Chamoson;1955;0;Chamoson;VS;583647;116834
Champ-du-Moulin;2149;0;Brot-Dessous;NE;549460;201193
Champagne;1424;0;Champagne;VD;540452;186891
Champex-Lac;1938;0;Orsières;VS;575259;97287.3
Champfèr;7512;0;Silvaplana;GR;782268;150008
Champlan (Grimisuat);1971;2;Grimisuat;VS;594871;121617
Champoussin;1873;2;Val-d'Illiez;VS;555665;117701
Champoz;2735;3;Champoz;BE;589152;233887
Champsec;1947;5;Bagnes;VS;584816;100527
Champtauroz;1537;0;Champtauroz;VD;550277;178986
Champvent;1443;0;Champvent;VD;534064;181730
Champzabé;3976;2;Chermignon;VS;604577;125278
Champéry;1874;0;Champéry;VS;556109;114250
Chancy;1284;0;Chancy;GE;486640;111974
Chandolin;3961;23;Anniviers;VS;612078;122499
Chandolin (Savièse);1965;7;Savièse;VS;590761;121928
Chandon;1773;2;Léchelles;FR;570041;187672
Chandonne (Liddes);1945;5;Liddes;VS;579942;94884.1
Chanéaz;1409;0;Montanaire;VD;546807;175619
Chapelle (Broye);1534;2;Cheiry;FR;555159;180045
Chapelle (Glâne);1608;4;Chapelle (Glâne);FR;553682;159796
Chapelle-sur-Moudon;1063;0;Montanaire;VD;546143;168983
Chardonne;1803;0;Chardonne;VD;553026;147463
Charmey (Gruyère);1637;0;Val-de-Charmey;FR;578871;163129
Charmoille;2947;0;La Baroche;JU;582572;252385
Charrat;1906;0;Charrat;VS;576127;108045
Chaumont;2067;0;Neuchâtel;NE;563349;208707
Chavannes-de-Bogis;1279;0;Chavannes-de-Bogis;VD;501745;133354
Chavannes-des-Bois;1290;2;Chavannes-des-Bois;VD;499495;130233
Chavannes-le-Chêne;1464;0;Chavannes-le-Chêne;VD;549478;180844
Chavannes-le-Veyron;1148;7;Chavannes-le-Veyron;VD;524360;162104
Chavannes-les-Forts;1676;0;Siviriez;FR;558590;166867
Chavannes-près-Renens;1022;0;Chavannes-près-Renens;VD;533850;154202
Chavannes-sous-Orsonnens;1694;4;Villorsonnens;FR;565858;175282
Chavannes-sur-Moudon;1512;0;Chavannes-sur-Moudon;VD;551757;167513
Chavornay;1373;0;Chavornay;VD;533609;172614
Cheiry;1529;0;Cheiry;FR;553766;177749
Chemin;1927;0;Vollèges;VS;573593;104304
Chenaux;1091;3;Bourg-en-Lavaux;VD;545502;149519
Chermignon;3971;0;Chermignon;VS;602556;126230
Chermignon-d'en-Bas;3971;1;Chermignon;VS;603379;125546
Chernex;1822;0;Montreux;VD;559653;143607
Chesalles-sur-Moudon;1683;2;Chesalles-sur-Moudon;VD;553654;169507
Chesalles-sur-Oron;1608;3;Oron;VD;555152;158544
Cheseaux-Noréaz;1400;5;Cheseaux-Noréaz;VD;541828;181607
Cheseaux-sur-Lausanne;1033;0;Cheseaux-sur-Lausanne;VD;536109;159629
Chesières;1885;0;Ollon;VD;569556;127837
Chessel;1846;0;Chessel;VD;558094;133279
Chevenez;2906;0;Haute-Ajoie;JU;566979;249085
Chevilly;1316;0;Chevilly;VD;526372;166130
Chevroux;1545;0;Chevroux;VD;559499;193075
Chexbres;1071;0;Chexbres;VD;549233;148095
Cheyres;1468;0;Cheyres;FR;550277;184994
Chez Petit (Liddes);1945;11;Liddes;VS;579740;92913.9
Chez-le-Bart;2025;0;Gorgier;NE;550258;194665
Chiasso;6830;0;Chiasso;TI;723408;76987.2
Chiggiogna;6764;0;Faido;TI;707096;144673
Chiggiogna;6764;0;Faido;TI;706278;147187
Chigny;1134;2;Chigny;VD;526211;152540
Chippis;3965;0;Chippis;VS;607831;125466
Chironico;6747;0;Faido;TI;708016;142272
Choulex;1244;0;Choulex;GE;506493;120355
Choëx;1871;0;Monthey;VS;563159;121462
Chur;7000;0;Chur;GR;759706;190691
Churwalden;7075;0;Churwalden;GR;760298;182987
Châbles FR;1474;0;Châbles;FR;551991;186310
Château-d'Oex;1660;0;Château-d'Oex;VD;576251;146871
Châtel-St-Denis;1618;0;Châtel-Saint-Denis;FR;558755;153197
Châtel-sur-Montsalvens;1653;3;Châtel-sur-Montsalvens;FR;576082;162531
Châtelaine;1219;12;Vernier;GE;497508;118715
Châtelat;2715;1;Petit-Val;BE;581520;235712
Châtillens;1610;1;Oron;VD;552336;157588
Châtillon FR;1473;2;Châtillon (FR);FR;553388;187063
Châtillon JU;2843;0;Châtillon (JU);JU;592910;241729
Châtonnaye;1553;0;Châtonnaye;FR;561769;178223
Chénens;1744;0;Chénens;FR;566665;176590
Chéserex;1275;0;Chéserex;VD;502826;139602
Chésopelloz;1720;2;Chésopelloz;FR;572490;184060
Chézard-St-Martin;2054;0;Val-de-Ruz;NE;561604;212953
Chêne-Bougeries;1224;0;Chêne-Bougeries;GE;503509;117024
Chêne-Bougeries;1224;0;Thônex;GE;504908;118165
Chêne-Bourg;1225;0;Chêne-Bourg;GE;503757;116573
Chêne-Pâquier;1464;2;Chêne-Pâquier;VD;548837;180236
Cimadera;6959;4;Lugano;TI;724371;104160
Cimalmotto;6684;1;Campo (Vallemaggia);TI;680953;126313
Cimo;6992;1;Bioggio;TI;712419;95547
Cinuos-chel;7526;0;S-chanf;GR;797654;168926
Clarens;1815;0;Montreux;VD;558029;143556
Clarmont;1127;0;Clarmont;VD;524197;155586
Claro;6702;0;Claro;TI;722137;124024
Clavaleyres;1595;2;Clavaleyres;BE;573530;194319
Clugin;7442;0;Andeer;GR;752163;164709
Clèbes (Nendaz);1993;2;Nendaz;VS;592018;114919
Coeuve;2932;0;Coeuve;JU;574178;256028
Coffrane;2207;0;Val-de-Ruz;NE;556197;206738
Coglio;6678;3;Maggia;TI;696015;124943
Coinsins;1267;2;Coinsins;VD;507813;142068
Cointrin;1216;0;Meyrin;GE;497499;120066
Coldrerio;6877;0;Coldrerio;TI;720183;79171.2
Colla;6951;18;Lugano;TI;724917;105885
Collex;1239;0;Collex-Bossy;GE;498413;125219
Collombey;1868;0;Collombey-Muraz;VS;562048;124182
Collonge-Bellerive;1245;0;Collonge-Bellerive;GE;504797;123222
Collonges;1903;0;Collonges;VS;568744;113431
Cologny;1223;0;Cologny;GE;502971;119091
Colombier NE;2013;0;Milvignes;NE;556118;201858
Colombier VD;1114;0;Echichens;VD;526146;156595
Comano;6949;0;Comano;TI;717557;99905.2
Combremont-le-Grand;1535;0;Valbroye;VD;552603;179159
Combremont-le-Petit;1536;0;Valbroye;VD;551903;177777
Commugny;1291;0;Commugny;VD;503093;130641
Comologno;6663;0;Onsernone;TI;687808;117527
Conches;1231;0;Chêne-Bougeries;GE;502558;115554
Concise;1426;0;Concise;VD;545204;189003
Condémines (Nendaz);1996;3;Nendaz;VS;585847;113796
Confignon;1232;0;Confignon;GE;495426;114515
Constantine;1587;1;Vully-les-Lacs;VD;567510;196500
Conters im Prättigau;7241;0;Conters im Prättigau;GR;779561;197223
Conthey;1964;0;Conthey;VS;589679;119553
Contone;6594;0;Gambarogno;TI;714898;111961
Contra;6646;0;Tenero-Contra;TI;708152;116177
Coppet;1296;0;Coppet;VD;504064;130148
Corban;2826;0;Corban;JU;602978;244138
Corbeyrier;1856;0;Corbeyrier;VD;563345;133318
Corbières;1647;0;Corbières;FR;574167;167849
Corcelles BE;2747;0;Corcelles (BE);BE;601652;237118
Corcelles NE;2035;0;Corcelles-Cormondrèche;NE;557264;203990
Corcelles-le-Jorat;1082;0;Corcelles-le-Jorat;VD;546591;161929
Corcelles-près-Concise;1426;1;Corcelles-près-Concise;VD;544234;188700
Corcelles-près-Payerne;1562;0;Corcelles-près-Payerne;VD;563575;186832
Corcelles-sur-Chavornay;1374;0;Corcelles-sur-Chavornay;VD;535868;172847
Cordast;1792;0;Gurmels;FR;578237;191226
Corgémont;2606;0;Corgémont;BE;577433;227075
Corin-de-la-Crête;3960;2;Montana;VS;604947;125902
Corippo;6631;0;Corippo;TI;708166;121447
Corjolens;1754;2;Avry;FR;569983;181682
Cormagens;1782;5;La Sonnaz;FR;576841;187074
Corminboeuf;1720;0;Corminboeuf;FR;574330;184180
Cormondrèche;2036;0;Corcelles-Cormondrèche;NE;556716;203438
Cormoret;2612;0;Cormoret;BE;570733;224682
Cormérod;1721;2;Misery-Courtion;FR;573307;190557
Cornaux NE;2087;0;Cornaux;NE;568258;209740
Cornol;2952;0;Cornol;JU;579257;250601
Corpataux-Magnedens;1727;0;Corpataux-Magnedens;FR;573960;177059
Correvon;1410;2;Montanaire;VD;546371;174093
Corseaux;1802;0;Corseaux;VD;553469;146955
Corserey;1747;0;Corserey;FR;565957;180359
Corsier GE;1246;0;Corsier (GE);GE;506522;124175
Corsier-sur-Vevey;1804;0;Corsier-sur-Vevey;VD;554150;146716
Cortaillod;2016;0;Cortaillod;NE;554903;199264
Corteglia;6873;0;Castel San Pietro;TI;720778;80067.9
Corticiasca;6958;2;Capriasca;TI;722031;105172
Corticiasca;6958;2;Capriasca;TI;721833;104341
Cortébert;2607;0;Cortébert;BE;574842;226790
Corzoneso;6722;0;Acquarossa;TI;714917;144957
Cossonay-Ville;1304;0;Cossonay;VD;528821;162973
Cottens FR;1741;0;Cottens (FR);FR;569005;177796
Cottens VD;1116;0;Cottens (VD);VD;524552;158397
Cotterd;1585;3;Vully-les-Lacs;VD;568552;196805
Courcelon;2823;0;Courroux;JU;596830;245676
Courchapoix;2825;0;Courchapoix;JU;600967;244053
Courchavon;2922;0;Courchavon;JU;571056;254530
Courfaivre;2853;0;Haute-Sorne;JU;587729;242422
Courgenay;2950;0;Courgenay;JU;576417;250298
Courgevaux;1796;0;Courgevaux;FR;575116;195188
Courlevon;1795;0;Courlevon;FR;575036;193395
Cournillens;1721;5;Misery-Courtion;FR;574315;189636
Courrendlin;2830;0;Courrendlin;JU;595513;243056
Courroux;2822;0;Courroux;JU;595224;246036
Court;2738;0;Court;BE;592268;232317
Courtaman;1791;0;Courtepin;FR;576499;191121
Courtedoux;2905;0;Courtedoux;JU;570104;250952
Courtelary;2608;0;Courtelary;BE;571999;225537
Courtemautruy;2950;2;Courgenay;JU;577358;249479
Courtemaîche;2923;0;Basse-Allaine;JU;570362;256508
Courtepin;1784;0;Courtepin;FR;576167;190332
Courtion;1721;4;Misery-Courtion;FR;571838;189695
Courtételle;2852;0;Courtételle;JU;591288;242933
Cousset;1774;0;Montagny (FR);FR;564342;186283
Cousset;1774;0;Montagny (FR);FR;564661;185420
Couvet;2108;0;Val-de-Travers;NE;538608;197416
Cozzo;6951;20;Lugano;TI;725534;106373
Crana;6611;17;Onsernone;TI;690528;117579
Crans-Montana;3963;0;Montana;VS;603315;129036
Crans-près-Céligny;1299;0;Bogis-Bossey;VD;503402;133774
Crans-près-Céligny;1299;0;Crans-près-Céligny;VD;505156;134581
Crassier;1263;0;Crassier;VD;501912;136675
Cremin;1526;2;Cremin;VD;554427;174945
Cresciano;6705;0;Cresciano;TI;720681;126689
Cressier FR;1785;0;Cressier (FR);FR;577261;194162
Cressier NE;2088;0;Cressier (NE);NE;569382;211184
Cresta (Avers);7447;0;Avers;GR;759371;148978
Cries (Vollèges);1941;2;Vollèges;VS;579767;104464
Crissier;1023;0;Crissier;VD;534060;156460
Cronay;1406;0;Cronay;VD;543292;178708
Croy;1322;0;Croy;VD;526425;171908
Crusch;7554;2;Scuol;GR;822906;189609
Crémines;2746;0;Crémines;BE;600234;237199
Crésuz;1653;2;Crésuz;FR;577196;163074
Crête-à-l'Oeil (Les Agettes);1992;3;Les Agettes;VS;594816;117838
Cuarnens;1148;4;Cuarnens;VD;523393;164270
Cuarny;1404;0;Cuarny;VD;542727;180152
Cudrefin;1588;0;Cudrefin;VD;568105;200552
Cugnasco;6516;0;Cugnasco-Gerra;TI;714300;114763
Cugy FR;1482;0;Cugy (FR);FR;558364;185003
Cugy VD;1053;0;Cugy (VD);VD;538877;159530
Cully;1096;0;Bourg-en-Lavaux;VD;545544;148848
Cumbel;7142;0;Lumnezia;GR;734017;176288
Cumpadials;7176;0;Sumvitg;GR;713264;175589
Cunter;7452;0;Cunter;GR;765235;164243
Curaglia;7184;0;Medel (Lucmagn);GR;708656;170132
Cureggia;6963;2;Lugano;TI;719712;97761.1
Cureglia;6944;0;Cureglia;TI;716511;99387.4
Curio;6986;3;Curio;TI;710339;95464.3
Curtilles;1521;0;Curtilles;VD;554799;172555
Curtina;6959;3;Lugano;TI;722605;104597
Céligny;1298;0;Céligny;GE;502587;133710
Céligny;1298;0;Céligny;GE;504278;133966
Dachsen;8447;0;Dachsen;ZH;688664;280012
Dagmersellen;6252;0;Dagmersellen;LU;641792;229396
Daillens;1306;0;Daillens;VD;531843;163636
Daillon;1976;2;Conthey;VS;589473;122893
Daiwil;6126;0;Willisau;LU;643664;216245
Dalin;7424;1;Cazis;GR;750364;177852
Dallenwil;6383;0;Dallenwil;NW;672129;197717
Dalpe;6774;0;Dalpe;TI;702639;147728
Damphreux;2933;2;Damphreux;JU;574655;258507
Damvant;2914;0;Haute-Ajoie;JU;559097;247002
Dangio;6717;0;Blenio;TI;716276;150362
Danis;7163;0;Breil/Brigels;GR;723454;179560
Dardagny;1283;1;Dardagny;GE;488584;116954
Dardin;7164;0;Breil/Brigels;GR;722740;179769
Davesco-Soragno;6964;0;Lugano;TI;719362;99363.2
Davos Clavadel;7272;0;Davos;GR;781759;182319
Davos Dorf;7260;0;Davos;GR;783246;187016
Davos Frauenkirch;7276;0;Davos;GR;780093;182161
Davos Glaris;7277;0;Davos;GR;778688;179721
Davos Monstein;7278;0;Davos;GR;778548;176028
Davos Platz;7270;0;Davos;GR;781229;185283
Davos Wiesen;7494;0;Davos;GR;773956;175253
Davos Wolfgang;7265;0;Davos;GR;784295;189600
Degen;7145;0;Lumnezia;GR;732617;174385
Degersheim;9113;0;Degersheim;SG;732931;247998
Deisswil b. Münchenbuchsee;3053;2;Deisswil bei Münchenbuchsee;BE;601141;209589
Deitingen;4543;0;Deitingen;SO;614234;229510
Delley;1567;0;Delley-Portalban;FR;564115;195890
Delémont;2800;0;Delémont;JU;591968;245908
Denens;1135;0;Denens;VD;524657;152438
Denezy;1410;3;Montanaire;VD;550006;174491
Denges;1026;2;Denges;VD;530967;152848
Densbüren;5026;0;Densbüren;AG;646472;255967
Derendingen;4552;0;Derendingen;SO;611585;227346
Detligen;3036;0;Radelfingen;BE;587386;205644
Dettighofen;8505;2;Pfyn;TG;713869;275087
Dettighofen (Lengwil);8574;4;Lengwil;TG;732722;275882
Develier;2802;0;Develier;JU;589404;245218
Dicken;9115;0;Neckertal;SG;732461;244337
Diegten;4457;0;Diegten;BL;628243;251594
Dielsdorf;8157;0;Dielsdorf;ZH;676072;258873
Diemerswil;3053;3;Diemerswil;BE;599237;207451
Diemtigen;3754;0;Diemtigen;BE;609411;166446
Diepflingen;4442;0;Diepflingen;BL;630003;254924
Diepoldsau;9444;0;Diepoldsau;SG;767534;250655
Dierikon;6036;0;Dierikon;LU;670848;216681
Diesbach GL;8777;0;Glarus Süd;GL;721544;201330
Diessbach b. Büren;3264;0;Diessbach bei Büren;BE;594449;217326
Diesse;2517;0;Plateau de Diesse;BE;575621;217968
Diessenhofen;8253;0;Diessenhofen;TG;698661;282194
Dieterswil;3256;0;Rapperswil (BE);BE;599024;211398
Dietfurt;9615;0;Bütschwil-Ganterschwil;SG;723259;244086
Dietikon;8953;0;Dietikon;ZH;672866;250204
Dietlikon;8305;0;Dietlikon;ZH;688670;253497
Dietschwil;9533;1;Kirchberg (SG);SG;719281;253567
Dietwil;6042;0;Dietwil;AG;672565;222375
Dinhard;8474;0;Dinhard;ZH;699834;268444
Dino;6967;0;Lugano;TI;719365;101385
Dintikon;5606;0;Dintikon;AG;659541;245967
Diolly (Savièse);1965;10;Savièse;VS;592683;120738
Disentis/Mustér;7180;0;Disentis/Mustér;GR;708544;173419
Dittingen;4243;0;Dittingen;BL;604198;254404
Dizy;1304;2;Dizy;VD;527842;165361
Domat/Ems;7013;0;Domat/Ems;GR;754380;188757
Dombresson;2056;0;Val-de-Ruz;NE;563689;213640
Domdidier;1564;0;Domdidier;FR;567725;190491
Dommartin;1041;21;Montilliez;VD;543665;166823
Dompierre FR;1563;0;Dompierre (FR);FR;565676;189199
Dompierre VD;1682;3;Dompierre (VD);VD;557475;173174
Donat;7433;0;Donat;GR;752583;166078
Donatyre;1580;3;Avenches;VD;570982;191796
Dongio;6715;0;Acquarossa;TI;716478;144254
Donneloye;1407;0;Donneloye;VD;544789;177352
Donzhausen;8583;2;Sulgen;TG;732464;268624
Doppleschwand;6112;0;Doppleschwand;LU;646895;207725
Dorf;8458;0;Dorf;ZH;690640;269775
Dornach;4143;0;Dornach;SO;613939;258391
Dorénaz;1905;0;Dorénaz;VS;569343;110904
Dotnacht;8566;2;Kemmental;TG;728082;273312
Dottikon;5605;0;Dottikon;AG;660587;248401
Dotzigen;3293;0;Dotzigen;BE;592938;218969
Dozwil;8582;0;Dozwil;TG;741792;271252
Dranse (Liddes);1945;4;Liddes;VS;579996;93165.5
Dreien;9612;0;Mosnang;SG;719104;248233
Drône (Savièse);1965;8;Savièse;VS;594469;123170
Duggingen;4202;0;Duggingen;BL;613155;255898
Dugny (Leytron);1912;4;Leytron;VS;580257;115350
Duillier;1266;0;Duillier;VD;507299;140448
Dulliken;4657;0;Dulliken;SO;638356;244236
Dully;1195;2;Dully;VD;512079;142643
Dussnang;8374;0;Fischingen;TG;714702;254557
Duvin;7112;0;Ilanz/Glion;GR;735523;175307
Dägerlen;8471;2;Dägerlen;ZH;696323;268591
Dällikon;8108;0;Dällikon;ZH;675124;255222
Däniken SO;4658;0;Däniken;SO;640607;244710
Dänikon ZH;8114;0;Dänikon;ZH;673315;255685
Därligen;3707;0;Därligen;BE;628138;167624
Därstetten;3763;0;Därstetten;BE;604690;167674
